PARK_ID,RINK_ID,NAME,ADDRESS,WARD,ALTERNATE_NAME,MAJOR_CROSSSTREETS,FACILITY,PUBLIC_CHANGE_SPACE,BOARDS_Y_N,BOARDS_TYPE,TOILET,LIGHTS_TYPE,RINK_TYPE,SUPERVISION,ICE_MAINTENANCE,PARK_ADDRESS_FR,INSTALLATION_FR,SPACE_CHANGEMENT_PUBLIQUE_FR,PANNEAUX_Y_N_FR,PANNEAUX_FR,TOILETTE_FR,LUMI?RES_FR,PATINOIRE_TYPE_FR,SUPERVISION_FR,NAME_FR,OPEN_2012,Latitude,Longitude
942,191,LINDENLEA PARK,15 ROCKCLIFFE WAY Old Ottawa,13,,Acacia/Maple,TRAILER,YES,NO,NONE,NO,PERM,Puddle,NO,Community,"15, voie ROCKCLIFFE",Trailer,Oui,Non,Non,Non,Oui,flaque,Non,PARC LINDENLEA,Y,45.44496152660,-75.67637294400
674,207,WHITEROCK PARK,1245 MATHESON RD Gloucester,11,,Matheson/White Rock,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,Community,"1245, ch MATHESON",None,Non,Non,Non,Non,Non,flaque,Non,PARC WHITEROCK,Y,45.43251221520,-75.62757798070
1330,146,ISAIE SAVAGE PARK,114 SAPHIR AVE Cumberland,19,,Navan/Mer Belue,NONE,,YES,TEMP,NO,TEMP,Double Surface (End Boards),NO,Community,"114, av SAPHIR",None,,Oui,Temp,Non,Oui,surface double (conseils de fin),Non,PARC ISAIE-SAVAGE,Y,45.42592781210,-75.48577884330
225,94,CHANONHOUSE PARK,28 CHANONHOUSE DR Goulbourn,21,,Eagleson/Ottawa,FIELDHOUSE,,YES,TEMP,NO,PERM,RINK with Puddle,NO,Community,"28, prom CHANONHOUSE",Pavillon,,Oui,Temp,Non,Oui,patinoire avec flaque,Non,PARC CHANONHOUSE,Y,45.19333999530,-75.82350612270
1331,107,GREELY WEST PARK,6485 GREELY WEST DR Osgoode,20,,Apple Orchard/Greely West,NONE,,YES,TEMP,NO,PERM,Rink,NO,Community,"6485, prom GREELY WEST",None,,Oui,Temp,Non,Oui,patinoire,Non,PARC GREELY WEST,Y,45.24959906820,-75.59912953370
1213,111,KENMORE BALL PARK,3151 YORKS CORNERS RD Osgoode,20,,Tolmies Corners/Red Town,COMMUNITY BUILDING,,YES,PERM,NO,PERM,RINK with Puddle,NO,Community,"3151, ch YORKS CORNERS",Installation communautaire,,Oui,Perm,Non,Oui,patinoire avec flaque,Non,TERRAIN DE BALLE KENMORE,Y,45.23293333560,-75.41641666690
112,3,BILLY BISHOP PARK,1 BISHOPS MILLS DR Kanata,4,Ed Hollyer,Campeau/March,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,Community,"1, prom BISHOPS MILLS",None,Non,Non,Non,Non,Non,flaque,Non,PARC BILLY-BISHOP,Y,45.32004344610,-75.89240368660
990,244,WINDSOR PARK GLOUCESTER,3560 WYMAN PL Gloucester,10,,Wyman Pl./Wyman Cres.,BRICK FIELDHOUSE,YES,NO,NONE,NO,PERM,Puddle,YES,Community,"3560, place WYMAN",Pavillon,Oui,Non,Non,Non,Oui,flaque,Oui,PARC WINDSOR  (GLOUCESTER),Y,45.34565294440,-75.65943558190
47,211,BADEN PARK,3900 AUTUMNWOOD ST Gloucester,10,,Baden/Autumnwood,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,City,"3900, rue AUTUMNWOOD",None,Non,Non,Non,Non,Non,flaque,Non,PARC BADEN,Y,45.34038520910,-75.64031916720
1111,242,TRAPPERS PARK,3580 TRAPPER'S RD Gloucester,10,,Trappers/Farriers,NONE,NO,YES,TEMP,NO,NONE,Double Surface (End Boards),NO,City,"3580, ch TRAPPER'S",None,Non,Oui,Temp,Non,Non,surface double (conseils de fin),Non,PARC TRAPPERS,Y,45.34672851980,-75.64476004720
877,123,RALPH STREET PARK,12 RALPHPARK ST Goulbourn,6,,Orville/Ralphpark st.,FIELDHOUSE,,YES,TEMP,NO,PERM,Rink,NO,Community,"12, rue RALPHPARK",Pavillon,,Oui,Temp,Non,Oui,patinoire,Non,PARC RALPH STREET,Y,45.25795406390,-75.91651104770
691,104,GEORGE MCLEAN PARK,5348 MCLEAN CRES Rideau,21,,,NONE,,YES,PERM,NO,PERM,RINK with Puddle,NO,Community,"5348, crois MCLEAN",None,,Oui,Perm,Non,Oui,patinoire avec flaque,Non,PARC GEORGE-MCLEAN,Y,45.23441666930,-75.69603333300
711,24,MICHELE PARK,2955 MICHELE DR Old Ottawa,7,,Carling/Grenon,COMMUNITY CENTER,YES,YES,TEMP,YES,TEMP,RINK with Puddle,YES,Community,"2955, prom MICHELE",Centre communautaire,Oui,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC MICHELE,Y,45.35502636400,-75.80146498800
1001,103,FOUR SEASONS PARK,4386 SPRATT RD Gloucester,22,,Earl Armstrong/Shoreline,COMMUNITY CENTER,,NO,NONE,YES,YES,Double Surface,NO,Community,"4386, ch SPRATT",Centre communautaire,,Non,Non,Oui,Oui,surface double,Non,PARC FOUR SEASONS,Y,45.27551465220,-75.69006527990
201,41,WHALEN PARK,4111 KANATA AVE Kanata,4,,Goulbourn Forced/Kanata,SHACK,NO,YES,TEMP,NO,TEMP,RINK with Puddle,NO,Community,"4111, av KANATA",Cabane,Non,Oui,Temp,Non,Oui,patinoire avec flaque,Non,PARC WHALEN,Y,45.32191169470,-75.92317697460
1069,37,STONEMEADOW PARK,56 STONEMEADOW DR Kanata,23,,Stonehaven/Stonemeadow,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,Community,"56, prom STONEMEADOW",None,Non,Non,Non,Non,Non,flaque,Non,PARC STONEMEADOW,Y,45.28834989580,-75.84550313150
20,90,BRYANSTON GATE PARK,23 ALON ST Goulbourn,6,,Hazeldean/Johnswood,FIELDHOUSE,,YES,TEMP,NO,YES,RINK with Puddle,NO,Community,"23, rue ALON",Pavillon,,Oui,Temp,Non,Oui,patinoire avec flaque,Non,PARC BRYANSTON GATE,Y,45.27792112800,-75.92747368280
384,218,FAIRLEA PARK,2989 FAIRLEA CRES Old Ottawa,10,,Heatherington/Fairlea,FIELDHOUSE,YES,YES,TEMP,NO,BOTH,RINK with Puddle,NO,Community,"2989, crois FAIRLEA",Pavillon,Oui,Oui,Temp,Non,Oui,patinoire avec flaque,Non,PARC FAIRLEA,Y,45.37636279820,-75.64019798750
543,223,KALADAR PARK,2554 KALADAR AVE Old Ottawa,17,,Brookfield/Kaladar,BRICK FIELDHOUSE,YES,YES,TEMP,NO,BOTH,Double Surface (Low Boards),YES,Community,"2554, av KALADAR",Pavillon,Oui,Oui,Temp,Non,Oui,surface double (conseils faible),Oui,PARC KALADAR,Y,45.37279305260,-75.67129465570
496,73,NEILL NESBITT PARK (FOXFIELD),70 FOXFIELD DR Nepean,3,,Fallowfield/Greenbank,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,City,"70, prom FOXFIELD",None,Non,Non,Non,Non,Non,flaque,Non,PARC NEILL-NESBITT  (FOXFIELD),Y,45.28716869030,-75.74942652060
101,80,TREND-ARLINGTON PARK,50 BELLMAN DR Nepean,9,,West Hunt Club/Greenbank,COMMUNITY BUILDING,YES,YES,TEMP,YES,PERM,RINK with Puddle,YES,Community,"50, prom BELLMAN",Installation communautaire,Oui,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC TREND-ARLINGTON,Y,45.32730543720,-75.78268497030
795,51,BRIARGREEN PARK,9 PARKFIELD CRES Nepean,8,,Greenbank/Meadowbank,NONE,YES,YES,TEMP,NO,PERM,RINK with Puddle,YES,Community,"9, crois PARKFIELD",None,Oui,Oui,Temp,Non,Oui,patinoire avec flaque,Oui,PARC BRIARGREEN,Y,45.33808390990,-75.77884328600
